,,,,,,,,,,,,,,,
PROCESSO Nº,,,,,ASSUNTO,,,,,,,,,,
,,,,,,,,,,,,,,,
REQUISITANTE,,,,,,DA ELABORAÇÃO DO MAPA,,,,,,,,,
ÓRGÃO,,,,,,RESPONSÁVEIS PELO ORÇAMENTO,,,,,,,,,
SETOR,,,,,,ANALISTAS RESPONSÁVEIS,,,,,,,,,
TELEFONE,,,,,,DATA DA LICITAÇÃO,,,,,,,,,
,,,,,,,,,,,,,,,
ITEM,QUANT.,UNID.,"CÓDIGO
(CATMAT/
CATSER)","DESCRIÇÃO SUMÁRIA DO
PRODUTO/SERVIÇO","ORÇAMENTO EMPRESA E0001
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0002
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0003
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0004
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0005
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0006
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0007
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0008
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0009
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0010
PREÇO UNITÁRIO (R$)","ORÇAMENTO DA LICITAÇÃO
PREÇO UNITÁRIO (R$)"
1659,200,Packs,,,R$8.00 ,R$3.00 ,R$38.00 ,R$28.00 ,R$18.00 ,R$3.00 ,R$30.00 ,R$31.00 ,R$27.00 ,R$5.00 ,R$8.00 
1660,250,Litros,,,R$20.00 ,R$20.00 ,R$16.00 ,R$26.00 ,R$24.00 ,R$30.00 ,R$2.00 ,R$17.00 ,R$11.00 ,R$17.00 ,R$37.00 
1661,150,Packs,,,R$34.00 ,R$10.00 ,R$37.00 ,R$16.00 ,R$16.00 ,R$39.00 ,R$37.00 ,R$17.00 ,R$6.00 ,R$25.00 ,R$32.00 
1662,20,Pneus,,,R$8.00 ,R$9.00 ,R$25.00 ,R$8.00 ,R$33.00 ,R$25.00 ,R$10.00 ,R$14.00 ,R$29.00 ,R$35.00 ,R$5.00 
1663,20,Pneus,,,R$7.00 ,R$27.00 ,R$6.00 ,R$1.00 ,R$16.00 ,R$35.00 ,R$20.00 ,R$31.00 ,R$10.00 ,R$25.00 ,R$39.00 
1664,100,Caixas,,,R$15.00 ,R$28.00 ,R$15.00 ,R$6.00 ,R$39.00 ,R$20.00 ,R$36.00 ,R$34.00 ,R$29.00 ,R$19.00 ,R$2.00 
1665,200,Packs,,,R$3.00 ,R$36.00 ,R$28.00 ,R$14.00 ,R$33.00 ,R$30.00 ,R$11.00 ,R$15.00 ,R$5.00 ,R$32.00 ,R$21.00 
1666,250,Litros,,,R$34.00 ,R$7.00 ,R$33.00 ,R$32.00 ,R$31.00 ,R$1.00 ,R$6.00 ,R$29.00 ,R$23.00 ,R$20.00 ,R$5.00 
1667,100,Caixas,,,R$20.00 ,R$25.00 ,R$25.00 ,R$6.00 ,R$1.00 ,R$9.00 ,R$19.00 ,R$18.00 ,R$40.00 ,R$17.00 ,R$10.00 
1668,200,Packs,,,R$20.00 ,R$25.00 ,R$8.00 ,R$23.00 ,R$4.00 ,R$10.00 ,R$34.00 ,R$1.00 ,R$31.00 ,R$40.00 ,R$25.00 
1669,250,Litros,,,R$31.00 ,R$5.00 ,R$4.00 ,R$12.00 ,R$6.00 ,R$27.00 ,R$30.00 ,R$14.00 ,R$17.00 ,R$4.00 ,R$26.00 
1670,150,Packs,,,R$25.00 ,R$20.00 ,R$9.00 ,R$39.00 ,R$29.00 ,R$21.00 ,R$31.00 ,R$24.00 ,R$17.00 ,R$18.00 ,R$36.00 
1671,20,Pneus,,,R$4.00 ,R$26.00 ,R$6.00 ,R$4.00 ,R$13.00 ,R$21.00 ,R$23.00 ,R$14.00 ,R$17.00 ,R$31.00 ,R$5.00 
1672,100,Caixas,,,R$21.00 ,R$29.00 ,R$12.00 ,R$15.00 ,R$36.00 ,R$12.00 ,R$11.00 ,R$31.00 ,R$34.00 ,R$16.00 ,R$11.00 
1673,200,Packs,,,R$13.00 ,R$24.00 ,R$21.00 ,R$35.00 ,R$13.00 ,R$31.00 ,R$5.00 ,R$29.00 ,R$15.00 ,R$5.00 ,R$5.00 
1674,250,Litros,,,R$38.00 ,R$7.00 ,R$40.00 ,R$7.00 ,R$15.00 ,R$17.00 ,R$37.00 ,R$21.00 ,R$6.00 ,R$32.00 ,R$16.00 
1675,150,Packs,,,R$6.00 ,R$24.00 ,R$33.00 ,R$38.00 ,R$13.00 ,R$30.00 ,R$24.00 ,R$13.00 ,R$26.00 ,R$1.00 ,R$26.00 
1676,20,Pneus,,,R$15.00 ,R$4.00 ,R$35.00 ,R$39.00 ,R$16.00 ,R$40.00 ,R$7.00 ,R$11.00 ,R$4.00 ,R$12.00 ,R$39.00 
1677,100,Caixas,,,R$4.00 ,R$30.00 ,R$39.00 ,R$29.00 ,R$12.00 ,R$8.00 ,R$16.00 ,R$31.00 ,R$21.00 ,R$1.00 ,R$30.00 
1678,200,Packs,,,R$3.00 ,R$23.00 ,R$17.00 ,R$25.00 ,R$17.00 ,R$30.00 ,R$16.00 ,R$36.00 ,R$39.00 ,R$23.00 ,R$32.00 
1679,250,Litros,,,R$16.00 ,R$1.00 ,R$20.00 ,R$9.00 ,R$25.00 ,R$6.00 ,R$4.00 ,R$31.00 ,R$33.00 ,R$16.00 ,R$30.00 
1680,150,Packs,,,R$29.00 ,R$34.00 ,R$26.00 ,R$40.00 ,R$32.00 ,R$20.00 ,R$11.00 ,R$16.00 ,R$29.00 ,R$14.00 ,R$18.00 
1681,20,Pneus,,,R$35.00 ,R$37.00 ,R$39.00 ,R$15.00 ,R$25.00 ,R$14.00 ,R$8.00 ,R$27.00 ,R$8.00 ,R$38.00 ,R$23.00 
1682,100,Caixas,,,R$34.00 ,R$26.00 ,R$25.00 ,R$15.00 ,R$2.00 ,R$20.00 ,R$17.00 ,R$38.00 ,R$9.00 ,R$38.00 ,R$15.00 
1683,200,Packs,,,R$13.00 ,R$28.00 ,R$2.00 ,R$40.00 ,R$1.00 ,R$35.00 ,R$7.00 ,R$29.00 ,R$17.00 ,R$36.00 ,R$27.00 
1684,250,Litros,,,R$20.00 ,R$14.00 ,R$8.00 ,R$39.00 ,R$4.00 ,R$22.00 ,R$37.00 ,R$28.00 ,R$7.00 ,R$39.00 ,R$24.00 
1685,150,Packs,,,R$10.00 ,R$24.00 ,R$1.00 ,R$28.00 ,R$32.00 ,R$12.00 ,R$22.00 ,R$18.00 ,R$20.00 ,R$39.00 ,R$4.00 
1686,20,Pneus,,,R$27.00 ,R$35.00 ,R$38.00 ,R$9.00 ,R$31.00 ,R$40.00 ,R$9.00 ,R$33.00 ,R$33.00 ,R$26.00 ,R$9.00 
1687,100,Caixas,,,R$37.00 ,R$36.00 ,R$29.00 ,R$1.00 ,R$28.00 ,R$16.00 ,R$19.00 ,R$13.00 ,R$27.00 ,R$21.00 ,R$39.00 
1688,200,Packs,,,R$18.00 ,R$37.00 ,R$31.00 ,R$26.00 ,R$35.00 ,R$12.00 ,R$11.00 ,R$1.00 ,R$11.00 ,R$10.00 ,R$23.00 
1689,250,Litros,,,R$34.00 ,R$14.00 ,R$15.00 ,R$27.00 ,R$9.00 ,R$6.00 ,R$39.00 ,R$13.00 ,R$8.00 ,R$12.00 ,R$29.00 
1690,150,Packs,,,R$17.00 ,R$34.00 ,R$12.00 ,R$10.00 ,R$5.00 ,R$5.00 ,R$32.00 ,R$34.00 ,R$21.00 ,R$16.00 ,R$18.00 
1691,20,Pneus,,,R$10.00 ,R$34.00 ,R$22.00 ,R$22.00 ,R$39.00 ,R$24.00 ,R$37.00 ,R$4.00 ,R$23.00 ,R$1.00 ,R$21.00 
1692,100,Caixas,,,R$1.00 ,R$23.00 ,R$14.00 ,R$17.00 ,R$12.00 ,R$22.00 ,R$8.00 ,R$12.00 ,R$36.00 ,R$38.00 ,R$2.00 
1693,200,Packs,,,R$25.00 ,R$23.00 ,R$26.00 ,R$27.00 ,R$34.00 ,R$27.00 ,R$30.00 ,R$19.00 ,R$5.00 ,R$11.00 ,R$31.00 
1694,250,Litros,,,R$23.00 ,R$13.00 ,R$25.00 ,R$6.00 ,R$28.00 ,R$37.00 ,R$16.00 ,R$34.00 ,R$23.00 ,R$31.00 ,R$31.00 
1695,150,Packs,,,R$31.00 ,R$4.00 ,R$21.00 ,R$3.00 ,R$7.00 ,R$24.00 ,R$35.00 ,R$22.00 ,R$24.00 ,R$39.00 ,R$40.00 
1696,20,Pneus,,,R$22.00 ,R$11.00 ,R$16.00 ,R$7.00 ,R$10.00 ,R$19.00 ,R$22.00 ,R$27.00 ,R$26.00 ,R$36.00 ,R$36.00 
1697,100,Caixas,,,R$9.00 ,R$20.00 ,R$23.00 ,R$5.00 ,R$38.00 ,R$4.00 ,R$27.00 ,R$6.00 ,R$10.00 ,R$14.00 ,R$5.00 
1698,200,Packs,,,R$28.00 ,R$18.00 ,R$31.00 ,R$2.00 ,R$35.00 ,R$16.00 ,R$22.00 ,R$22.00 ,R$12.00 ,R$9.00 ,R$8.00 
1699,250,Litros,,,R$4.00 ,R$3.00 ,R$37.00 ,R$40.00 ,R$7.00 ,R$4.00 ,R$34.00 ,R$9.00 ,R$34.00 ,R$32.00 ,R$14.00 
1700,150,Packs,,,R$13.00 ,R$17.00 ,R$3.00 ,R$22.00 ,R$13.00 ,R$31.00 ,R$40.00 ,R$15.00 ,R$11.00 ,R$19.00 ,R$34.00 
1701,20,Pneus,,,R$28.00 ,R$38.00 ,R$38.00 ,R$32.00 ,R$14.00 ,R$15.00 ,R$13.00 ,R$36.00 ,R$25.00 ,R$21.00 ,R$38.00 
1702,20,Pneus,,,R$20.00 ,R$20.00 ,R$3.00 ,R$20.00 ,R$23.00 ,R$22.00 ,R$33.00 ,R$19.00 ,R$13.00 ,R$32.00 ,R$4.00 
1703,100,Caixas,,,R$9.00 ,R$20.00 ,R$25.00 ,R$31.00 ,R$6.00 ,R$12.00 ,R$3.00 ,R$37.00 ,R$22.00 ,R$27.00 ,R$11.00 
1704,200,Packs,,,R$40.00 ,R$5.00 ,R$4.00 ,R$6.00 ,R$35.00 ,R$19.00 ,R$21.00 ,R$11.00 ,R$34.00 ,R$26.00 ,R$10.00 
1705,250,Litros,,,R$2.00 ,R$9.00 ,R$38.00 ,R$16.00 ,R$23.00 ,R$30.00 ,R$22.00 ,R$21.00 ,R$36.00 ,R$25.00 ,R$21.00 
1706,150,Packs,,,R$23.00 ,R$14.00 ,R$33.00 ,R$14.00 ,R$13.00 ,R$40.00 ,R$28.00 ,R$18.00 ,R$13.00 ,R$21.00 ,R$27.00 
1707,20,Pneus,,,R$12.00 ,R$12.00 ,R$27.00 ,R$29.00 ,R$9.00 ,R$39.00 ,R$28.00 ,R$18.00 ,R$10.00 ,R$14.00 ,R$4.00 
1708,20,Pneus,,,R$9.00 ,R$19.00 ,R$22.00 ,R$20.00 ,R$14.00 ,R$20.00 ,R$19.00 ,R$14.00 ,R$20.00 ,R$29.00 ,R$9.00 
1709,100,Caixas,,,R$12.00 ,R$20.00 ,R$25.00 ,R$1.00 ,R$25.00 ,R$38.00 ,R$7.00 ,R$40.00 ,R$40.00 ,R$37.00 ,R$10.00 
1710,200,Packs,,,R$10.00 ,R$29.00 ,R$10.00 ,R$9.00 ,R$30.00 ,R$26.00 ,R$23.00 ,R$23.00 ,R$39.00 ,R$17.00 ,R$32.00 
1711,250,Litros,,,R$38.00 ,R$19.00 ,R$30.00 ,R$28.00 ,R$34.00 ,R$26.00 ,R$39.00 ,R$19.00 ,R$23.00 ,R$32.00 ,R$9.00 
1712,150,Packs,,,R$14.00 ,R$15.00 ,R$29.00 ,R$39.00 ,R$15.00 ,R$11.00 ,R$11.00 ,R$5.00 ,R$34.00 ,R$22.00 ,R$14.00 
1713,20,Pneus,,,R$32.00 ,R$38.00 ,R$5.00 ,R$40.00 ,R$26.00 ,R$35.00 ,R$22.00 ,R$29.00 ,R$2.00 ,R$17.00 ,R$29.00 
1714,20,Pneus,,,R$5.00 ,R$16.00 ,R$18.00 ,R$22.00 ,R$34.00 ,R$4.00 ,R$27.00 ,R$32.00 ,R$30.00 ,R$22.00 ,R$8.00 
1715,100,Caixas,,,R$30.00 ,R$36.00 ,R$8.00 ,R$36.00 ,R$30.00 ,R$10.00 ,R$32.00 ,R$19.00 ,R$4.00 ,R$33.00 ,R$13.00 
1716,200,Packs,,,R$30.00 ,R$32.00 ,R$8.00 ,R$3.00 ,R$21.00 ,R$37.00 ,R$11.00 ,R$8.00 ,R$34.00 ,R$13.00 ,R$2.00 
1717,250,Litros,,,R$13.00 ,R$1.00 ,R$32.00 ,R$29.00 ,R$31.00 ,R$19.00 ,R$24.00 ,R$10.00 ,R$17.00 ,R$37.00 ,R$17.00 
1718,150,Packs,,,R$12.00 ,R$14.00 ,R$26.00 ,R$18.00 ,R$4.00 ,R$9.00 ,R$34.00 ,R$23.00 ,R$13.00 ,R$27.00 ,R$25.00 
1719,20,Pneus,,,R$30.00 ,R$38.00 ,R$7.00 ,R$19.00 ,R$3.00 ,R$17.00 ,R$20.00 ,R$26.00 ,R$30.00 ,R$8.00 ,R$3.00 
1720,20,Pneus,,,R$20.00 ,R$22.00 ,R$20.00 ,R$4.00 ,R$17.00 ,R$26.00 ,R$1.00 ,R$7.00 ,R$28.00 ,R$39.00 ,R$40.00 
1721,100,Caixas,,,R$6.00 ,R$7.00 ,R$27.00 ,R$37.00 ,R$4.00 ,R$28.00 ,R$1.00 ,R$39.00 ,R$31.00 ,R$30.00 ,R$33.00 
1722,200,Packs,,,R$27.00 ,R$25.00 ,R$35.00 ,R$25.00 ,R$18.00 ,R$6.00 ,R$9.00 ,R$30.00 ,R$6.00 ,R$35.00 ,R$22.00 
1723,250,Litros,,,R$34.00 ,R$5.00 ,R$8.00 ,R$4.00 ,R$28.00 ,R$9.00 ,R$36.00 ,R$36.00 ,R$25.00 ,R$28.00 ,R$36.00 
1724,150,Packs,,,R$2.00 ,R$36.00 ,R$13.00 ,R$1.00 ,R$29.00 ,R$23.00 ,R$3.00 ,R$4.00 ,R$29.00 ,R$31.00 ,R$16.00 
1725,20,Pneus,,,R$3.00 ,R$25.00 ,R$22.00 ,R$34.00 ,R$21.00 ,R$8.00 ,R$15.00 ,R$14.00 ,R$20.00 ,R$18.00 ,R$8.00 
1726,20,Pneus,,,R$36.00 ,R$38.00 ,R$24.00 ,R$13.00 ,R$40.00 ,R$19.00 ,R$35.00 ,R$5.00 ,R$4.00 ,R$13.00 ,R$31.00 
1727,100,Caixas,,,R$29.00 ,R$1.00 ,R$37.00 ,R$5.00 ,R$38.00 ,R$25.00 ,R$7.00 ,R$25.00 ,R$12.00 ,R$11.00 ,R$21.00 
1728,200,Packs,,,R$5.00 ,R$31.00 ,R$23.00 ,R$16.00 ,R$1.00 ,R$39.00 ,R$30.00 ,R$3.00 ,R$10.00 ,R$20.00 ,R$13.00 
1729,250,Litros,,,R$10.00 ,R$26.00 ,R$28.00 ,R$17.00 ,R$40.00 ,R$25.00 ,R$9.00 ,R$23.00 ,R$13.00 ,R$18.00 ,R$7.00 
1730,150,Packs,,,R$29.00 ,R$25.00 ,R$15.00 ,R$26.00 ,R$4.00 ,R$28.00 ,R$10.00 ,R$36.00 ,R$40.00 ,R$22.00 ,R$5.00 
1731,20,Pneus,,,R$30.00 ,R$35.00 ,R$39.00 ,R$36.00 ,R$36.00 ,R$30.00 ,R$11.00 ,R$20.00 ,R$13.00 ,R$9.00 ,R$25.00 
1732,20,Pneus,,,R$8.00 ,R$3.00 ,R$17.00 ,R$28.00 ,R$16.00 ,R$37.00 ,R$12.00 ,R$10.00 ,R$35.00 ,R$12.00 ,R$21.00 
1733,100,Caixas,,,R$20.00 ,R$8.00 ,R$31.00 ,R$28.00 ,R$38.00 ,R$22.00 ,R$22.00 ,R$5.00 ,R$25.00 ,R$19.00 ,R$11.00 
1734,200,Packs,,,R$21.00 ,R$20.00 ,R$1.00 ,R$21.00 ,R$34.00 ,R$4.00 ,R$33.00 ,R$7.00 ,R$27.00 ,R$29.00 ,R$18.00 
1735,250,Litros,,,R$8.00 ,R$24.00 ,R$25.00 ,R$38.00 ,R$26.00 ,R$23.00 ,R$31.00 ,R$11.00 ,R$1.00 ,R$31.00 ,R$32.00 
1736,150,Packs,,,R$35.00 ,R$17.00 ,R$15.00 ,R$34.00 ,R$14.00 ,R$21.00 ,R$4.00 ,R$31.00 ,R$8.00 ,R$9.00 ,R$33.00 
1737,20,Pneus,,,R$10.00 ,R$25.00 ,R$39.00 ,R$37.00 ,R$33.00 ,R$24.00 ,R$5.00 ,R$1.00 ,R$3.00 ,R$3.00 ,R$6.00 
1738,20,Pneus,,,R$30.00 ,R$24.00 ,R$5.00 ,R$1.00 ,R$19.00 ,R$3.00 ,R$18.00 ,R$37.00 ,R$37.00 ,R$35.00 ,R$6.00 
1739,100,Caixas,,,R$17.00 ,R$10.00 ,R$31.00 ,R$38.00 ,R$26.00 ,R$17.00 ,R$34.00 ,R$4.00 ,R$38.00 ,R$33.00 ,R$5.00 
1740,200,Packs,,,R$6.00 ,R$20.00 ,R$34.00 ,R$37.00 ,R$12.00 ,R$40.00 ,R$25.00 ,R$25.00 ,R$23.00 ,R$16.00 ,R$18.00 
1741,100,Caixas,,,R$22.00 ,R$32.00 ,R$29.00 ,R$16.00 ,R$7.00 ,R$8.00 ,R$10.00 ,R$32.00 ,R$1.00 ,R$22.00 ,R$13.00 
1742,200,Packs,,,R$16.00 ,R$2.00 ,R$12.00 ,R$14.00 ,R$38.00 ,R$14.00 ,R$14.00 ,R$15.00 ,R$17.00 ,R$12.00 ,R$13.00 
1743,250,Litros,,,R$5.00 ,R$23.00 ,R$35.00 ,R$5.00 ,R$33.00 ,R$11.00 ,R$15.00 ,R$23.00 ,R$18.00 ,R$1.00 ,R$23.00 
1744,150,Packs,,,R$26.00 ,R$22.00 ,R$3.00 ,R$9.00 ,R$22.00 ,R$27.00 ,R$1.00 ,R$23.00 ,R$5.00 ,R$9.00 ,R$3.00 
1745,20,Pneus,,,R$29.00 ,R$28.00 ,R$32.00 ,R$3.00 ,R$21.00 ,R$21.00 ,R$31.00 ,R$8.00 ,R$7.00 ,R$5.00 ,R$15.00 
1746,100,Caixas,,,R$18.00 ,R$11.00 ,R$23.00 ,R$13.00 ,R$23.00 ,R$32.00 ,R$7.00 ,R$25.00 ,R$29.00 ,R$5.00 ,R$40.00 
1747,200,Packs,,,R$19.00 ,R$7.00 ,R$16.00 ,R$11.00 ,R$29.00 ,R$27.00 ,R$19.00 ,R$14.00 ,R$6.00 ,R$1.00 ,R$27.00 
1748,250,Litros,,,R$11.00 ,R$34.00 ,R$35.00 ,R$25.00 ,R$15.00 ,R$15.00 ,R$33.00 ,R$11.00 ,R$1.00 ,R$16.00 ,R$34.00 
1749,150,Packs,,,R$5.00 ,R$25.00 ,R$8.00 ,R$34.00 ,R$13.00 ,R$14.00 ,R$33.00 ,R$35.00 ,R$22.00 ,R$5.00 ,R$13.00 
1750,20,Pneus,,,R$17.00 ,R$23.00 ,R$10.00 ,R$22.00 ,R$38.00 ,R$36.00 ,R$5.00 ,R$16.00 ,R$40.00 ,R$36.00 ,R$23.00 
1751,100,Caixas,,,R$4.00 ,R$28.00 ,R$9.00 ,R$37.00 ,R$24.00 ,R$40.00 ,R$39.00 ,R$26.00 ,R$32.00 ,R$19.00 ,R$1.00 
1752,200,Packs,,,R$31.00 ,R$38.00 ,R$33.00 ,R$26.00 ,R$31.00 ,R$5.00 ,R$1.00 ,R$9.00 ,R$23.00 ,R$9.00 ,R$24.00 
1753,250,Litros,,,R$3.00 ,R$34.00 ,R$16.00 ,R$20.00 ,R$37.00 ,R$8.00 ,R$15.00 ,R$24.00 ,R$34.00 ,R$6.00 ,R$20.00 
1754,150,Packs,,,R$33.00 ,R$34.00 ,R$37.00 ,R$11.00 ,R$3.00 ,R$13.00 ,R$40.00 ,R$20.00 ,R$38.00 ,R$38.00 ,R$16.00 
1755,20,Pneus,,,R$33.00 ,R$2.00 ,R$35.00 ,R$8.00 ,R$2.00 ,R$28.00 ,R$35.00 ,R$22.00 ,R$20.00 ,R$31.00 ,R$4.00 
1756,100,Caixas,,,R$33.00 ,R$31.00 ,R$9.00 ,R$23.00 ,R$14.00 ,R$2.00 ,R$22.00 ,R$23.00 ,R$32.00 ,R$9.00 ,R$2.00 
1757,200,Packs,,,R$34.00 ,R$9.00 ,R$20.00 ,R$39.00 ,R$39.00 ,R$13.00 ,R$35.00 ,R$14.00 ,R$7.00 ,R$28.00 ,R$12.00 
1758,250,Litros,,,R$3.00 ,R$30.00 ,R$12.00 ,R$12.00 ,R$17.00 ,R$40.00 ,R$18.00 ,R$4.00 ,R$34.00 ,R$32.00 ,R$34.00 
1759,150,Packs,,,R$1.00 ,R$8.00 ,R$4.00 ,R$27.00 ,R$27.00 ,R$33.00 ,R$22.00 ,R$28.00 ,R$17.00 ,R$38.00 ,R$31.00 
1760,20,Pneus,,,R$30.00 ,R$23.00 ,R$10.00 ,R$1.00 ,R$6.00 ,R$9.00 ,R$6.00 ,R$33.00 ,R$18.00 ,R$29.00 ,R$27.00 
1761,100,Caixas,,,R$4.00 ,R$5.00 ,R$29.00 ,R$35.00 ,R$10.00 ,R$3.00 ,R$8.00 ,R$20.00 ,R$24.00 ,R$3.00 ,R$15.00 
1762,200,Packs,,,R$28.00 ,R$27.00 ,R$19.00 ,R$32.00 ,R$9.00 ,R$16.00 ,R$12.00 ,R$31.00 ,R$13.00 ,R$14.00 ,R$34.00 
1763,250,Litros,,,R$23.00 ,R$7.00 ,R$39.00 ,R$30.00 ,R$38.00 ,R$5.00 ,R$37.00 ,R$4.00 ,R$30.00 ,R$35.00 ,R$30.00 
1764,150,Packs,,,R$37.00 ,R$5.00 ,R$26.00 ,R$19.00 ,R$1.00 ,R$32.00 ,R$29.00 ,R$14.00 ,R$19.00 ,R$22.00 ,R$11.00 
1765,20,Pneus,,,R$10.00 ,R$33.00 ,R$38.00 ,R$38.00 ,R$10.00 ,R$10.00 ,R$3.00 ,R$4.00 ,R$16.00 ,R$35.00 ,R$8.00 
1766,100,Caixas,,,R$38.00 ,R$32.00 ,R$28.00 ,R$12.00 ,R$3.00 ,R$7.00 ,R$26.00 ,R$32.00 ,R$8.00 ,R$34.00 ,R$25.00 
1767,200,Packs,,,R$26.00 ,R$15.00 ,R$34.00 ,R$16.00 ,R$16.00 ,R$30.00 ,R$38.00 ,R$30.00 ,R$5.00 ,R$15.00 ,R$9.00 
1768,250,Litros,,,R$17.00 ,R$27.00 ,R$24.00 ,R$38.00 ,R$35.00 ,R$32.00 ,R$16.00 ,R$8.00 ,R$32.00 ,R$23.00 ,R$8.00 
1769,150,Packs,,,R$5.00 ,R$25.00 ,R$2.00 ,R$15.00 ,R$14.00 ,R$7.00 ,R$1.00 ,R$29.00 ,R$27.00 ,R$40.00 ,R$39.00 
1770,20,Pneus,,,R$23.00 ,R$1.00 ,R$12.00 ,R$3.00 ,R$9.00 ,R$25.00 ,R$10.00 ,R$25.00 ,R$9.00 ,R$3.00 ,R$9.00 
1771,100,Caixas,,,R$35.00 ,R$37.00 ,R$28.00 ,R$10.00 ,R$2.00 ,R$26.00 ,R$27.00 ,R$25.00 ,R$2.00 ,R$31.00 ,R$7.00 
1772,200,Packs,,,R$18.00 ,R$2.00 ,R$10.00 ,R$35.00 ,R$33.00 ,R$5.00 ,R$37.00 ,R$27.00 ,R$36.00 ,R$39.00 ,R$3.00 
1773,250,Litros,,,R$32.00 ,R$21.00 ,R$9.00 ,R$11.00 ,R$37.00 ,R$7.00 ,R$34.00 ,R$29.00 ,R$39.00 ,R$33.00 ,R$32.00 
1774,150,Packs,,,R$33.00 ,R$20.00 ,R$23.00 ,R$24.00 ,R$28.00 ,R$9.00 ,R$19.00 ,R$40.00 ,R$10.00 ,R$30.00 ,R$28.00 
1775,20,Pneus,,,R$31.00 ,R$35.00 ,R$28.00 ,R$22.00 ,R$21.00 ,R$28.00 ,R$22.00 ,R$35.00 ,R$9.00 ,R$22.00 ,R$22.00 
1776,20,Pneus,,,R$33.00 ,R$12.00 ,R$2.00 ,R$7.00 ,R$37.00 ,R$40.00 ,R$29.00 ,R$12.00 ,R$27.00 ,R$4.00 ,R$4.00 
1777,100,Caixas,,,R$38.00 ,R$2.00 ,R$3.00 ,R$23.00 ,R$36.00 ,R$2.00 ,R$28.00 ,R$39.00 ,R$34.00 ,R$26.00 ,R$28.00 
1778,200,Packs,,,R$14.00 ,R$26.00 ,R$23.00 ,R$28.00 ,R$4.00 ,R$36.00 ,R$31.00 ,R$15.00 ,R$37.00 ,R$12.00 ,R$15.00 
1779,250,Litros,,,R$33.00 ,R$24.00 ,R$17.00 ,R$34.00 ,R$32.00 ,R$18.00 ,R$14.00 ,R$16.00 ,R$18.00 ,R$38.00 ,R$20.00 
1780,150,Packs,,,R$18.00 ,R$20.00 ,R$20.00 ,R$25.00 ,R$15.00 ,R$40.00 ,R$22.00 ,R$8.00 ,R$9.00 ,R$36.00 ,R$30.00 
1781,20,Pneus,,,R$3.00 ,R$13.00 ,R$32.00 ,R$31.00 ,R$8.00 ,R$28.00 ,R$29.00 ,R$18.00 ,R$15.00 ,R$25.00 ,R$32.00 
1782,20,Pneus,,,R$6.00 ,R$37.00 ,R$37.00 ,R$30.00 ,R$3.00 ,R$25.00 ,R$17.00 ,R$16.00 ,R$10.00 ,R$30.00 ,R$30.00 
1783,100,Caixas,,,R$11.00 ,R$33.00 ,R$36.00 ,R$13.00 ,R$7.00 ,R$18.00 ,R$14.00 ,R$9.00 ,R$29.00 ,R$36.00 ,R$18.00 
1784,200,Packs,,,R$26.00 ,R$2.00 ,R$24.00 ,R$3.00 ,R$27.00 ,R$9.00 ,R$37.00 ,R$5.00 ,R$8.00 ,R$33.00 ,R$12.00 
1785,250,Litros,,,R$26.00 ,R$25.00 ,R$23.00 ,R$3.00 ,R$40.00 ,R$19.00 ,R$13.00 ,R$36.00 ,R$9.00 ,R$37.00 ,R$19.00 
1786,150,Packs,,,R$13.00 ,R$27.00 ,R$11.00 ,R$33.00 ,R$39.00 ,R$20.00 ,R$1.00 ,R$11.00 ,R$29.00 ,R$6.00 ,R$6.00 
1787,20,Pneus,,,R$34.00 ,R$25.00 ,R$40.00 ,R$3.00 ,R$16.00 ,R$27.00 ,R$30.00 ,R$31.00 ,R$12.00 ,R$37.00 ,R$17.00 
1788,20,Pneus,,,R$24.00 ,R$28.00 ,R$14.00 ,R$2.00 ,R$26.00 ,R$10.00 ,R$14.00 ,R$25.00 ,R$40.00 ,R$20.00 ,R$7.00 
1789,100,Caixas,,,R$39.00 ,R$39.00 ,R$10.00 ,R$29.00 ,R$17.00 ,R$30.00 ,R$39.00 ,R$1.00 ,R$5.00 ,R$26.00 ,R$17.00 
1790,200,Packs,,,R$11.00 ,R$37.00 ,R$24.00 ,R$21.00 ,R$27.00 ,R$9.00 ,R$18.00 ,R$30.00 ,R$20.00 ,R$37.00 ,R$19.00 
1791,250,Litros,,,R$29.00 ,R$25.00 ,R$21.00 ,R$6.00 ,R$36.00 ,R$13.00 ,R$10.00 ,R$29.00 ,R$20.00 ,R$14.00 ,R$36.00 
1792,150,Packs,,,R$16.00 ,R$16.00 ,R$9.00 ,R$38.00 ,R$17.00 ,R$40.00 ,R$16.00 ,R$34.00 ,R$16.00 ,R$12.00 ,R$34.00 
